channel,X,Y,Z
160.0,-737.8470192781606,-914.3990000000002,671.1330190710261
161.0,-671.1330190710262,-914.3990000000002,737.8470192781606
162.0,-580.0000000000001,-914.3990000000002,762.2660381420521
163.0,-488.86698092897404,-914.3990000000001,737.8470192781606
164.0,-422.15298072183947,-914.3990000000001,671.1330190710261
165.0,-397.7339618579479,-914.3990000000001,580.0
166.0,-422.1529807218394,-914.3990000000001,488.86698092897404
167.0,-488.86698092897393,-914.3990000000001,422.15298072183947
168.0,-579.9999999999999,-914.3990000000001,397.7339618579479
169.0,-671.1330190710261,-914.3990000000001,422.15298072183947
170.0,-737.8470192781606,-914.3990000000001,488.8669809289739
171.0,-5.480060849549773e-14,-858.6750000000002,1160.0
172.0,-95.29664978896169,-872.9170000000001,1160.0
173.0,-47.64832489448089,-872.9170000000001,1242.5293196127898
174.0,47.64832489448074,-872.9170000000001,1242.5293196127898
175.0,95.29664978896157,-872.9170000000001,1160.0
176.0,47.6483248944808,-872.9170000000001,1077.4706803872102
177.0,-47.64832489448088,-872.9170000000001,1077.4706803872102
178.0,-182.26603814205217,-914.3990000000001,1160.0
179.0,-157.84701927816064,-914.3990000000002,1251.133019071026
180.0,-91.13301907102617,-914.3990000000002,1317.8470192781606
181.0,-1.0521973738155129e-13,-914.3990000000001,1342.2660381420521
182.0,91.13301907102597,-914.3990000000001,1317.8470192781606
183.0,157.8470192781606,-914.3990000000001,1251.133019071026
184.0,182.2660381420521,-914.3990000000001,1160.0
185.0,157.84701927816062,-914.3990000000001,1068.866980928974
186.0,91.1330190710261,-914.3990000000001,1002.1529807218394
187.0,2.0364947520240716e-14,-914.3990000000001,977.7339618579479
188.0,-91.13301907102614,-914.3990000000001,1002.1529807218394
189.0,-157.8470192781606,-914.3990000000001,1068.8669809289738
190.0,580.0,-858.675,1160.0
191.0,484.7033502110383,-872.917,1160.0
192.0,532.3516751055191,-872.917,1242.5293196127898
193.0,627.6483248944808,-872.917,1242.5293196127898
194.0,675.2966497889616,-872.917,1160.0
195.0,627.6483248944809,-872.917,1077.4706803872102
196.0,532.3516751055191,-872.917,1077.4706803872102
197.0,397.7339618579478,-914.3990000000001,1160.0
198.0,422.15298072183936,-914.3990000000001,1251.133019071026
199.0,488.8669809289738,-914.3990000000001,1317.8470192781606
200.0,579.9999999999999,-914.399,1342.2660381420521
201.0,671.133019071026,-914.399,1317.8470192781606
202.0,737.8470192781606,-914.399,1251.133019071026
203.0,762.2660381420521,-914.399,1160.0
204.0,737.8470192781606,-914.3989999999999,1068.866980928974
205.0,671.1330190710262,-914.399,1002.1529807218394
206.0,580.0000000000001,-914.399,977.7339618579479
207.0,488.8669809289739,-914.399,1002.1529807218394
208.0,422.15298072183936,-914.399,1068.8669809289738
209.0,1160.0,-858.6749999999997,580.0
210.0,1064.7033502110385,-872.9169999999998,580.0
211.0,1112.3516751055192,-872.9169999999998,662.5293196127898
212.0,1207.6483248944808,-872.9169999999998,662.5293196127898
213.0,1255.2966497889615,-872.9169999999997,580.0
214.0,1207.6483248944808,-872.9169999999998,497.47068038721034
215.0,1112.3516751055192,-872.9169999999997,497.47068038721034
216.0,977.7339618579479,-914.3989999999998,580.0
217.0,1002.1529807218394,-914.3989999999998,671.1330190710261
218.0,1068.8669809289738,-914.3989999999999,737.8470192781606
219.0,1160.0,-914.3989999999998,762.2660381420521
220.0,1251.133019071026,-914.3989999999998,737.8470192781606
221.0,1317.8470192781606,-914.3989999999998,671.1330190710261
222.0,1342.2660381420521,-914.3989999999998,580.0
223.0,1317.8470192781606,-914.3989999999997,488.86698092897404
224.0,1251.1330190710262,-914.3989999999997,422.15298072183947
225.0,1160.0,-914.3989999999997,397.7339618579479
226.0,1068.8669809289738,-914.3989999999998,422.15298072183947
227.0,1002.1529807218394,-914.3989999999998,488.8669809289739
228.0,1160.0,-873.0219999999997,5.1614934548638303e-14
229.0,1050.513,-893.8219999999997,3.358811635637302e-14
230.0,1105.2565,-893.8219999999997,94.81852338414687
231.0,1214.7435,-893.8219999999997,94.81852338414689
232.0,1269.487,-893.8219999999997,7.38129875858469e-14
233.0,1214.7435,-893.8219999999997,-94.81852338414676
234.0,1105.2565,-893.8219999999997,-94.81852338414679
235.0,960.091,-948.5649999999997,1.035922726171184e-14
236.0,986.8737275548567,-948.5649999999997,99.9545
237.0,1060.0455,-948.5649999999997,173.12627244514334
238.0,1160.0,-948.5649999999997,199.90900000000002
239.0,1259.9544999999998,-948.5649999999996,173.1262724451434
240.0,1333.1262724451433,-948.5649999999996,99.95450000000002
241.0,1359.909,-948.5649999999996,8.38046023529363e-14
242.0,1333.1262724451433,-948.5649999999996,-99.95449999999991
243.0,1259.9545,-948.5649999999996,-173.12627244514326
244.0,1160.0,-948.5649999999996,-199.90899999999996
245.0,1060.0455,-948.5649999999996,-173.1262724451433
246.0,986.8737275548567,-948.5649999999996,-99.95450000000007
247.0,1160.0,-858.6749999999995,-580.0
248.0,1255.2966497889615,-872.9169999999995,-580.0
249.0,1207.6483248944808,-872.9169999999995,-662.5293196127898
250.0,1112.3516751055192,-872.9169999999995,-662.5293196127898
251.0,1064.7033502110385,-872.9169999999995,-580.0
252.0,1112.3516751055192,-872.9169999999996,-497.4706803872103
253.0,1207.6483248944808,-872.9169999999995,-497.47068038721017
254.0,1342.2660381420521,-914.3989999999994,-580.0
255.0,1317.8470192781606,-914.3989999999994,-671.133019071026
256.0,1251.1330190710262,-914.3989999999994,-737.8470192781606
257.0,1160.0,-914.3989999999994,-762.2660381420521
258.0,1068.866980928974,-914.3989999999994,-737.8470192781607
259.0,1002.1529807218394,-914.3989999999995,-671.1330190710261
260.0,977.7339618579479,-914.3989999999995,-580.0000000000001
261.0,1002.1529807218393,-914.3989999999995,-488.866980928974
262.0,1068.8669809289738,-914.3989999999997,-422.1529807218394
263.0,1160.0,-914.3989999999995,-397.7339618579478
264.0,1251.133019071026,-914.3989999999995,-422.15298072183936
265.0,1317.8470192781606,-914.3989999999994,-488.86698092897376
266.0,580.0,-873.0219999999995,-1160.0
267.0,689.487,-893.8219999999995,-1160.0
268.0,634.7435,-893.8219999999994,-1254.8185233841468
269.0,525.2565000000001,-893.8219999999995,-1254.8185233841468
270.0,470.513,-893.8219999999995,-1160.0
271.0,525.2565,-893.8219999999997,-1065.1814766158532
272.0,634.7435,-893.8219999999995,-1065.1814766158532
273.0,779.909,-948.5649999999995,-1160.0
274.0,753.1262724451434,-948.5649999999995,-1259.9544999999998
275.0,679.9545,-948.5649999999995,-1333.1262724451433
276.0,580.0000000000001,-948.5649999999995,-1359.909
277.0,480.0455,-948.5649999999995,-1333.1262724451435
278.0,406.87372755485666,-948.5649999999996,-1259.9545
279.0,380.09099999999995,-948.5649999999996,-1160.0
280.0,406.87372755485654,-948.5649999999996,-1060.0455000000002
281.0,480.04549999999983,-948.5649999999996,-986.8737275548567
282.0,579.9999999999999,-948.5649999999996,-960.091
283.0,679.9545,-948.5649999999996,-986.8737275548567
284.0,753.1262724451433,-948.5649999999995,-1060.0455
285.0,-5.480060849549773e-14,-858.6749999999996,-1160.0
286.0,95.29664978896157,-872.9169999999996,-1160.0
287.0,47.64832489448081,-872.9169999999996,-1242.5293196127898
288.0,-47.64832489448082,-872.9169999999996,-1242.5293196127898
289.0,-95.29664978896169,-872.9169999999997,-1160.0
290.0,-47.648324894480915,-872.9169999999997,-1077.4706803872102
291.0,47.648324894480766,-872.9169999999997,-1077.4706803872102
292.0,182.2660381420521,-914.3989999999997,-1160.0
293.0,157.84701927816062,-914.3989999999995,-1251.133019071026
294.0,91.13301907102611,-914.3989999999995,-1317.8470192781606
295.0,4.268609954063408e-14,-914.3989999999997,-1342.2660381420521
296.0,-91.13301907102603,-914.3989999999997,-1317.8470192781606
297.0,-157.84701927816062,-914.3989999999997,-1251.1330190710262
298.0,-182.26603814205217,-914.3989999999997,-1160.0
299.0,-157.8470192781607,-914.3989999999997,-1068.866980928974
300.0,-91.13301907102621,-914.3989999999997,-1002.1529807218394
301.0,-1.2754088940194464e-13,-914.3989999999997,-977.7339618579479
302.0,91.13301907102603,-914.3989999999997,-1002.1529807218394
303.0,157.8470192781605,-914.3989999999997,-1068.8669809289738
304.0,-580.0,-873.0219999999998,-1160.0
305.0,-470.5130000000001,-893.8219999999998,-1160.0
306.0,-525.2565,-893.8219999999998,-1254.8185233841468
307.0,-634.7434999999999,-893.8219999999998,-1254.8185233841468
308.0,-689.487,-893.8219999999998,-1160.0
309.0,-634.7435,-893.8219999999999,-1065.1814766158532
310.0,-525.2565,-893.8219999999998,-1065.1814766158532
311.0,-380.09100000000007,-948.5649999999997,-1160.0
312.0,-406.87372755485666,-948.5649999999997,-1259.9544999999998
313.0,-480.0455,-948.5649999999997,-1333.1262724451433
314.0,-579.9999999999999,-948.5649999999997,-1359.909
315.0,-679.9544999999999,-948.5649999999998,-1333.1262724451435
316.0,-753.1262724451433,-948.5649999999998,-1259.9545
317.0,-779.909,-948.5649999999998,-1160.0
318.0,-753.1262724451434,-948.5649999999998,-1060.0455000000002
319.0,-679.9545,-948.5649999999998,-986.8737275548567
320.0,-580.0000000000001,-948.5649999999998,-960.091
321.0,-480.04550000000006,-948.5649999999998,-986.8737275548567
322.0,-406.87372755485677,-948.5649999999998,-1060.0455
323.0,-1160.0,-858.675,-580.0
324.0,-1064.7033502110385,-872.9169999999999,-580.0
325.0,-1112.3516751055192,-872.917,-662.5293196127898
326.0,-1207.6483248944808,-872.917,-662.5293196127898
327.0,-1255.2966497889615,-872.917,-580.0
328.0,-1207.6483248944808,-872.917,-497.4706803872103
329.0,-1112.3516751055192,-872.917,-497.47068038721017
330.0,-977.7339618579479,-914.399,-580.0
331.0,-1002.1529807218394,-914.399,-671.133019071026
332.0,-1068.8669809289738,-914.3989999999999,-737.8470192781606
333.0,-1160.0,-914.399,-762.2660381420521
334.0,-1251.133019071026,-914.399,-737.8470192781607
335.0,-1317.8470192781606,-914.399,-671.1330190710261
336.0,-1342.2660381420521,-914.399,-580.0000000000001
337.0,-1317.8470192781606,-914.3990000000001,-488.866980928974
338.0,-1251.1330190710262,-914.3990000000001,-422.1529807218394
339.0,-1160.0,-914.3990000000001,-397.7339618579478
340.0,-1068.866980928974,-914.399,-422.15298072183936
341.0,-1002.1529807218394,-914.399,-488.86698092897376
342.0,-1160.0,-873.0220000000002,5.1614934548638303e-14
343.0,-1050.513,-893.8220000000001,7.38129875858469e-14
344.0,-1105.2565,-893.8220000000001,-94.81852338414677
345.0,-1214.7435,-893.8220000000001,-94.81852338414681
346.0,-1269.487,-893.8220000000002,6.771535536723776e-15
347.0,-1214.7435,-893.8220000000002,94.81852338414683
348.0,-1105.2565,-893.8220000000002,94.81852338414689
349.0,-960.091,-948.5650000000002,8.38046023529363e-14
350.0,-986.8737275548566,-948.565,-99.95449999999991
351.0,-1060.0455,-948.565,-173.12627244514326
352.0,-1160.0,-948.565,-199.90899999999996
353.0,-1259.9544999999998,-948.5650000000002,-173.12627244514337
354.0,-1333.1262724451433,-948.5650000000002,-99.9545
355.0,-1359.909,-948.5650000000003,-3.8604356132437805e-14
356.0,-1333.1262724451435,-948.5650000000003,99.95449999999994
357.0,-1259.9545,-948.5650000000003,173.1262724451433
358.0,-1160.0,-948.5650000000003,199.90900000000002
359.0,-1060.0455,-948.5650000000002,173.12627244514337
360.0,-986.8737275548567,-948.5650000000002,99.95450000000015
361.0,-1160.0,-858.6750000000003,580.0
362.0,-1255.2966497889615,-872.9170000000004,580.0
363.0,-1207.6483248944808,-872.9170000000003,662.5293196127898
364.0,-1112.3516751055192,-872.9170000000003,662.5293196127898
365.0,-1064.7033502110385,-872.9170000000003,580.0
366.0,-1112.3516751055192,-872.9170000000003,497.47068038721034
367.0,-1207.6483248944808,-872.9170000000003,497.47068038721034
368.0,-1342.2660381420521,-914.3990000000003,580.0
369.0,-1317.8470192781606,-914.3990000000003,671.1330190710261
370.0,-1251.1330190710262,-914.3990000000003,737.8470192781606
371.0,-1160.0,-914.3990000000003,762.2660381420521
372.0,-1068.866980928974,-914.3990000000003,737.8470192781606
373.0,-1002.1529807218394,-914.3990000000002,671.1330190710261
374.0,-977.7339618579479,-914.3990000000002,580.0
375.0,-1002.1529807218394,-914.3990000000002,488.86698092897404
376.0,-1068.8669809289738,-914.3990000000002,422.15298072183947
377.0,-1160.0,-914.3990000000002,397.7339618579479
378.0,-1251.1330190710262,-914.3990000000002,422.15298072183947
379.0,-1317.8470192781606,-914.3990000000003,488.8669809289739
380.0,-580.0,-858.6750000000003,1160.0
381.0,-675.2966497889616,-872.9170000000003,1160.0
382.0,-627.6483248944809,-872.9170000000004,1242.5293196127898
383.0,-532.3516751055192,-872.9170000000003,1242.5293196127898
384.0,-484.7033502110384,-872.9170000000003,1160.0
385.0,-532.3516751055191,-872.9170000000003,1077.4706803872102
386.0,-627.6483248944809,-872.9170000000003,1077.4706803872102
387.0,-762.2660381420521,-914.3990000000003,1160.0
388.0,-737.8470192781606,-914.3990000000003,1251.133019071026
389.0,-671.1330190710262,-914.3990000000003,1317.8470192781606
390.0,-580.0000000000001,-914.3990000000003,1342.2660381420521
391.0,-488.86698092897404,-914.3990000000003,1317.8470192781606
392.0,-422.15298072183947,-914.3990000000002,1251.133019071026
393.0,-397.7339618579479,-914.3990000000002,1160.0
394.0,-422.1529807218394,-914.3990000000002,1068.866980928974
395.0,-488.86698092897393,-914.3990000000002,1002.1529807218394
396.0,-579.9999999999999,-914.3990000000002,977.7339618579479
397.0,-671.1330190710261,-914.3990000000002,1002.1529807218394
398.0,-737.8470192781606,-914.3990000000003,1068.8669809289738
399.0,1.5901015385947482e-13,-580.0000000000003,1464.283
400.0,-95.29664978896147,-580.0000000000003,1478.5249999999999
401.0,-47.648324894480695,-497.47068038721056,1478.525
402.0,47.648324894480936,-497.47068038721056,1478.525
403.0,95.29664978896179,-580.0000000000002,1478.5249999999999
404.0,47.64832489448102,-662.52931961279,1478.5249999999999
405.0,-47.64832489448066,-662.52931961279,1478.5249999999999
406.0,-182.26603814205197,-580.0000000000003,1520.0069999999998
407.0,-157.84701927816047,-488.86698092897433,1520.007
408.0,-91.13301907102598,-422.15298072183975,1520.007
409.0,7.124355117490082e-14,-397.7339618579482,1520.007
410.0,91.13301907102615,-422.15298072183964,1520.007
411.0,157.84701927816076,-488.8669809289742,1520.007
412.0,182.2660381420523,-580.0000000000002,1520.0069999999998
413.0,157.84701927816081,-671.1330190710263,1520.0069999999998
414.0,91.13301907102633,-737.8470192781609,1520.0069999999998
415.0,2.3312831289691146e-13,-762.2660381420525,1520.0069999999998
416.0,-91.13301907102591,-737.8470192781609,1520.0069999999998
417.0,-157.8470192781604,-671.1330190710264,1520.0069999999998
418.0,560.3568443938509,-580.0000000000002,1352.8210935042243
419.0,477.7643975806768,-580.0000000000002,1402.4474348403837
420.0,521.7857097091356,-497.4706803872104,1384.213210323317
421.0,609.8283339660533,-497.4706803872104,1347.7447612891833
422.0,653.8496460945122,-580.0000000000002,1329.5105367721162
423.0,609.8283339660534,-662.5293196127899,1347.744761289183
424.0,521.7857097091356,-662.5293196127899,1384.2132103233168
425.0,413.28963386759966,-580.0000000000002,1474.05354965367
426.0,435.84986559995605,-488.86698092897416,1464.7087956998485
427.0,497.48556492328134,-422.15298072183964,1439.1784531137769
428.0,581.6814959789631,-397.73396185794803,1404.3033565738835
429.0,665.8774270346448,-422.15298072183947,1369.42826003399
430.0,727.5131263579702,-488.86698092897404,1343.8979174479184
431.0,750.0733580903267,-580.0000000000001,1334.5531634940965
432.0,727.5131263579702,-671.1330190710262,1343.8979174479182
433.0,665.8774270346449,-737.8470192781607,1369.4282600339898
434.0,581.6814959789632,-762.2660381420524,1404.303356573883
435.0,497.4855649232814,-737.8470192781608,1439.1784531137766
436.0,435.84986559995616,-671.1330190710264,1464.708795699848
437.0,1035.4044388761818,-580.0,1035.404438876181
438.0,978.0901463637061,-580.0,1112.859960943974
439.0,1011.7826000087733,-497.4706803872103,1079.1675072989074
440.0,1079.1675072989076,-497.4706803872102,1011.7826000087729
441.0,1112.859960943975,-579.9999999999999,978.0901463637056
442.0,1079.1675072989078,-662.5293196127897,1011.7826000087728
443.0,1011.7826000087733,-662.5293196127897,1079.167507298907
444.0,945.9257056007698,-580.0,1203.688808701271
445.0,963.1925594293497,-488.866980928974,1186.4219548726915
446.0,1010.3664813758953,-422.1529807218394,1139.248032926146
447.0,1074.8072571510206,-397.73396185794786,1074.8072571510204
448.0,1139.2480329261462,-422.1529807218393,1010.3664813758949
449.0,1186.4219548726917,-488.8669809289739,963.1925594293492
450.0,1203.688808701272,-579.9999999999999,945.9257056007693
451.0,1186.4219548726921,-671.133019071026,963.1925594293492
452.0,1139.2480329261464,-737.8470192781605,1010.3664813758948
453.0,1074.8072571510208,-762.2660381420521,1074.8072571510202
454.0,1010.3664813758953,-737.8470192781606,1139.2480329261457
455.0,963.1925594293498,-671.1330190710262,1186.4219548726912
456.0,1352.8210935042248,-579.9999999999998,560.3568443938507
457.0,1329.5105367721167,-579.9999999999998,653.849646094512
458.0,1347.7447612891833,-497.4706803872101,609.8283339660532
459.0,1384.213210323317,-497.47068038721005,521.7857097091355
460.0,1402.4474348403842,-579.9999999999998,477.7643975806766
461.0,1384.2132103233173,-662.5293196127894,521.7857097091354
462.0,1347.7447612891835,-662.5293196127894,609.8283339660532
463.0,1334.5531634940967,-579.9999999999998,750.0733580903265
464.0,1343.8979174479184,-488.8669809289738,727.51312635797
465.0,1369.42826003399,-422.1529807218393,665.8774270346447
466.0,1404.3033565738833,-397.7339618579477,581.681495978963
467.0,1439.1784531137769,-422.1529807218391,497.4855649232813
468.0,1464.7087956998485,-488.8669809289737,435.8498655999559
469.0,1474.0535496536706,-579.9999999999997,413.2896338675995
470.0,1464.7087956998487,-671.1330190710257,435.84986559995576
471.0,1439.178453113777,-737.8470192781602,497.48556492328106
472.0,1404.3033565738835,-762.2660381420519,581.6814959789629
473.0,1369.4282600339902,-737.8470192781604,665.8774270346447
474.0,1343.8979174479186,-671.133019071026,727.5131263579699
475.0,1464.2830000000004,-579.9999999999997,1.689499651291726e-13
476.0,1478.5250000000003,-579.9999999999997,95.2966497889618
477.0,1478.525,-497.47068038720994,47.648324894481036
478.0,1478.525,-497.4706803872099,-47.64832489448058
479.0,1478.5250000000003,-579.9999999999997,-95.29664978896143
480.0,1478.5250000000003,-662.5293196127893,-47.6483248944807
481.0,1478.5250000000003,-662.5293196127894,47.648324894480965
482.0,1520.0070000000003,-579.9999999999997,182.26603814205228
